ID,ItemNo,CUSTOMER_CODE,CUSTOMER_GROUP,ITEM_CODE,DLV_PLACE,Model,PartNo,PartName,MaterialCode,MaterialName,SURFACE_CODE,COLOR_CODE,LENGTH,PROCESSING_CODE,SpecialReq,Commodity,SymbolItem,QualityInf,Other,Rate,HideInCUS030,ReqForDLV,ModifyDate,QRCodeInfo1,QRCodeCus,ApplyDate_QRCode,INV_DV,LockItem,INPUT_DATE,INPUT_PERSON,MODIFY_DATE,MODIFY_PERSON,DIAMETER1,DIAMETER2,THICKNESS,SurfaceName,ColorName,ProcessName,Size,QUANTITY,TOLERANCE,isUsed
184,120,C07002,YAMAHA,|0200226117|25.40|0.00|1.600|0.000, PS1 ,,B67-21195-00-000Y, SEAT RAIL 1 ,61,STKMHT490,03,01,667.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:39,id02,25.4,0.0,1.6,"Pickled and Oiled,Hot rolled steel",IBC,Brushing,25.4 x 1.6,500.0,+0.15 mm*-0.15 mm,0
185,121,C07002,YAMAHA,|0200226117|15.90|0.00|1.600|0.000, PS1 ,,B8K-K7173-00-000Y, LEVEL LATCH 1 ,61,STKMHT490,03,00,1677.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:39,id02,15.9,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,15.9 x 1.6,300.0,+0.5 mm*-0.5mm,0
186,122,C07002,YAMAHA,|0200226240|28.60|0.00|2.300|0.000, PS1 ,,BAR-F2155-00-000Y, PIPE ,62,STKMHT590,03,00,565.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:39,id02,28.6,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,28.6 x 2.3,200.0,+0.5 mm*-0.5 mm,0
187,123,C07002,YAMAHA,|0200226240|35.00|0.00|2.600|0.000, PS1 ,,BAR-F218Y-00-000Y, PIPE ARM 1 ,62,STKMHT590,03,00,897.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:39,id02,35.0,0.0,2.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,35 x 2.6,150.0,+0.5 mm*-0.5 mm,0
188,124,C07002,YAMAHA,|0200226240|28.60|0.00|2.300|0.000, PS1 ,,BAR-F254C-00-000Y," PIPE, 2 ",62,STKMHT590,03,00,425.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:39,id02,28.6,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,28.6 x 2.3,25.0,+0.5 mm*-0.5 mm,0
380,125,C07002,YAMAHA,|0200220810|19.10|0.00|1.600|0.000,,,,,08,STKM13A,03,00,1316.0,05,,,E-G,,,0.0,False,,2021-02-26 00:00:00,,,,,False,2021-02-26 14:46:13,id12,2023-11-14 16:27:39,id02,19.1,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,19.1 x 1.6,300.0,+0.75 mm*-0.75 mm,0
189,126,C07002,YAMAHA,|0200220139|22.20|0.00|1.600|0.000, PS1 ,,BARRIER-0Y, BARRIER FOR BIG BED ,01,STKM11A,03,01,1374.0,05,,,E-G,,,0.0,True,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:39,id02,22.2,0.0,1.6,"Pickled and Oiled,Hot rolled steel",IBC,Brushing,22.2 x 1.6,250.0,+0.75 mm*-0.75 mm,0
190,127,C07002,YAMAHA,|0200220810|31.80|0.00|2.600|0.000, PS1 ,,BAS-F840B-00-000Y, PIPE 1 ,08,STKM13A,03,00,351.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:39,id02,31.8,0.0,2.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,31.8 x 2.6,500.0,+ 0.5 mm*- 0.5 mm,0
191,128,C07002,YAMAHA,|0200220810|38.10|0.00|2.600|0.000, PS1 ,,BAS-F840D-00-000Y, PIPE 3 ,08,STKM13A,03,00,824.7,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:39,id02,38.1,0.0,2.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,38.1 x 2.6,100.0,+0.5 mm * -0.5 mm,0
192,129,C07002,YAMAHA,|0200226240|28.60|0.00|2.300|0.000, PS1 ,,BB5-F2155-00-000Y, PIPE ,62,STKMHT590,03,00,281.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:39,id02,28.6,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,28.6 x 2.3,0.0,,0
193,130,C07002,YAMAHA,|0200226240|28.60|0.00|2.300|0.000, PS1 ,,BB5-F218Y-00-000Y," PIPE, ARM 1 ",62,STKMHT590,03,00,483.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:39,id02,28.6,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,28.6 x 2.3,500.0,+0.5 mm*-0.5 mm,0
194,131,C07002,YAMAHA,|0200226240|25.40|0.00|1.600|0.000, PS1 ,,BB5-F3361-00-000Y," ARM, 1 ",62,STKMHT590,03,00,222.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:39,id02,25.4,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,25.4 x 1.6,0.0,,0
195,132,C07002,YAMAHA,|0200226240|19.10|0.00|1.600|0.000, PS1 ,,BB5-F3371-00-000Y," ARM, 2 ",62,STKMHT590,03,00,236.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:40,id02,19.1,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,19.1 x 1.6,0.0,,0
196,133,C07002,YAMAHA,|0200226240|25.40|0.00|2.300|0.000, PS1 ,,BB5-F3562-00-000Y," ARM, FR1 ",62,STKMHT590,03,00,286.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:40,id02,25.4,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,25.4 x 2.3,0.0,,0
331,134,C07002,YAMAHA,|0200226240|22.20|0.00|2.300|0.000,PS1,,BB5-F6111-02-000Y,HANDLE COMP,62,STKMHT590,03,00,1030.0,06,,,E-G,,,0.0,False,,2021-01-13 00:00:00,,,,,False,2021-01-13 13:17:43,id12,2023-11-14 16:27:40,id02,22.2,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Chamfer,22.2 x 2.3,250.0,+0.5 mm*-0.5mm,0
197,135,C07002,YAMAHA,|0200230120|15.90|0.00|1.200|0.000, PS1 ,,BEB-28356-00J-000Y, PIPE 2 ,01,STKM11A,01,00,250.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:40,id02,15.9,0.0,1.2,Cold  Rolled Steel ,NBC,Brushing,15.9 x 1.2,0.0,,0
198,136,C07002,YAMAHA,|0200230841|12.70|0.00|1.200|0.000, PS1 ,,BEB-28356-00L-000Y, PIPE 4 ,08,STKM13A,01,00,80.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:40,id02,12.7,0.0,1.2,Cold  Rolled Steel ,NBC,Brushing,12.7 x 1.2,0.0,,0
350,137,C07002,YAMAHA,|0200226240|35.00|0.00|2.600|0.000,PS1,,BFN-F3562-00-000Y,Non-YMVN,62,STKMHT590,03,00,432.0,05,,,E-G,,,0.0,False,,2021-01-13 00:00:00,E8|Non-YMVN|BFN-F3562-00-000Y,,,,False,2021-01-13 16:40:09,id12,2023-11-14 16:27:40,id02,35.0,0.0,2.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,35 x 2.6,20.0,+0.5 mm*-0.5 mm,0
351,138,C07002,YAMAHA,|0200226240|35.00|0.00|2.600|0.000,PS1,,BFN-F382E-00-000Y,Non-YMVN,62,STKMHT590,03,00,308.0,05,,,E-G,,,0.0,False,,2021-01-13 00:00:00,,,,,False,2021-01-13 16:40:09,id12,2023-11-14 16:27:40,id02,35.0,0.0,2.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,35 x 2.6,25.0,+0.5 mm*-0.5 mm,0
199,139,C07002,YAMAHA,|0200226240|28.60|0.00|2.300|0.000, PS1 ,,BG4-F2155-00-000Y, PIPE ,62,STKMHT590,03,00,505.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:40,id02,28.6,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,28.6 x 2.3,20.0,+0.5 mm*-0.5 mm,0
200,140,C07002,YAMAHA,|0200226240|35.00|0.00|2.600|0.000, PS1 ,,BG4-F218Y-00-000Y, PIPE ARM 1 ,62,STKMHT590,03,00,863.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:40,id02,35.0,0.0,2.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,35 x 2.6,0.0,,0
201,141,C07002,YAMAHA,|0200226240|28.60|0.00|2.300|0.000, PS1 ,,BG4-F254C-00-000Y, PIPE 2 ,62,STKMHT590,03,00,354.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:40,id02,28.6,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,28.6 x 2.3,500.0,+0.5 mm*-0.5 mm,0
202,142,C07002,YAMAHA,|0200226240|28.60|0.00|2.300|0.000, PS1 ,,BG4-F3543-00-000Y, ARM FR1 ,62,STKMHT590,03,00,250.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:40,id02,28.6,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,28.6 x 2.3,0.0,,0
203,143,C07002,YAMAHA,|0200226240|28.60|0.00|2.300|0.000, PS1 ,,BG4-F3562-00-000Y, ARM FR1 ,62,STKMHT590,03,00,383.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:40,id02,28.6,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,28.6 x 2.3,500.0,+0.5 mm*-0.5 mm,0
204,144,C07002,YAMAHA,|0200226240|28.60|0.00|2.300|0.000, PS1 ,,BG4-F382E-00-000Y, ARM FR1 ,62,STKMHT590,03,00,280.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:40,id02,28.6,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,28.6 x 2.3,0.0,,0
205,145,C07002,YAMAHA,|0200226117|19.10|0.00|2.000|0.000, PS1 ,,BG4-F3851-00-000Y, ARM OUT SIDE 1 ,61,STKMHT490,03,00,266.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:40,id02,19.1,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,19.1 x 2.0,0.0,,0
206,146,C07002,YAMAHA,|0200220139|28.60|0.00|2.000|0.000, PS1 ,,BG4-F486A-00-000Y, PIPE ,01,STKM11A,03,00,1070.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:41,id02,28.6,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,28.6 x 2.0,150.0,+0.5 mm*-0.5 mm,0
207,147,C07002,YAMAHA,|0200230120|15.90|0.00|1.200|0.000, PS1 ,,BG4-F486G-00-000Y, PIPE 3 ,01,STKM11A,01,00,273.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:41,id02,15.9,0.0,1.2,Cold  Rolled Steel ,NBC,Brushing,15.9 x 1.2,0.0,,0
208,148,C07002,YAMAHA,|0200226117|22.20|0.00|2.300|0.000, PS1 ,,BG4-F486H-00-000Y," LOWER STAY., 1 ",61,STKMHT490,03,00,331.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:41,id02,22.2,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,22.2 x 2.3,50.0,+0.5 mm*-0.5 mm,0
209,149,C07002,YAMAHA,|0200226117|28.60|0.00|2.000|0.000, PS1 ,,BG4-F6135-00-000Y, PIPE ,61,STKMHT490,03,00,2099.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:41,id02,28.6,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,28.6 x 2.0,100.0,+1.0 mm*-1.0 mm,0
210,150,C07002,YAMAHA,|0200226117|22.20|0.00|2.300|0.000, PS1 ,,BG4-F6136-00-000Y, PIPE 2 ,61,STKMHT490,03,00,484.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:41,id02,22.2,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,22.2 x 2.3,25.0,+0.5 mm*-0.5 mm,0
332,151,C07002,YAMAHA,|0200220139|60.50|0.00|2.000|0.000,PS1,,BJ7-F1115-00-000Y,"PIPE, MAIN",01,STKM11A,03,00,1020.0,06,,,E-G,,,0.0,False,,2021-01-13 00:00:00,,,,,False,2021-01-13 13:17:43,id12,2023-11-14 16:27:41,id02,60.5,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Chamfer,60.5 x 2.0,45.0,+0.5mm*-0.5mm,0
211,152,C07002,YAMAHA,|0200226117|45.00|0.00|2.300|0.000, PS1 ,,BJ7-F1191-00-000Y, DOWN TUBE 1 ,61,STKMHT490,03,00,1195.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:41,id02,45.0,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,45 x 2.3,80.0,+0.5 mm*-0.5 mm,0
212,153,C07002,YAMAHA,|0200220139|42.70|0.00|2.000|0.000, PS1 ,,BJ7-F1196-00-000Y, CROSS TUBE 1 ,01,STKM11A,03,00,214.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:41,id02,42.7,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,42.7 x 2.0,0.0,,0
213,154,C07002,YAMAHA,|0200220139|25.40|0.00|1.600|0.000, PS1 ,,BJ7-F1197-00-000Y, CROSS TUBE 2 ,01,STKM11A,03,00,406.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:41,id02,25.4,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,25.4 x 1.6,0.0,,0
214,155,C07002,YAMAHA,|0200226117|25.40|0.00|1.600|0.000, PS1 ,,BS2-21195-00-000Y, SEAT RAIL1 ,61,STKMHT490,03,00,635.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:41,id02,25.4,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,25.4 x 1.6,500.0,+0.15 mm*-0.15 mm,0
215,156,C07002,YAMAHA,|0200220139|48.60|0.00|2.000|0.000, PS1 ,,J0A-F2191-00-000Y, MBR LH ,01,STKM11A,03,00,1804.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:41,id02,48.6,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,48.6 x 2.0,60.0,+1.0 mm*-1.0mm,0
216,157,C07002,YAMAHA,|0200226240|25.40|0.00|2.300|0.000, PS1 ,,J0B-F2155-00-000Y, PIPE ,62,STKMHT590,03,00,433.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:41,id02,25.4,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,25.4 x 2.3,500.0,-0.5mm*+0.5mm,0
217,158,C07002,YAMAHA,|0200226117|28.60|0.00|2.000|0.000, PS1 ,,J0F-F6135-00-000Y, PIPE 1 ,61,STKMHT490,03,00,1855.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:41,id02,28.6,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,28.6 x 2.0,80.0,+1.0 mm*-1.0 mm,0
218,159,C07002,YAMAHA,|0200220139|48.60|0.00|3.100|0.000, PS1 ,,J0G-F2191-00-000Y," MBR., LH ",01,STKM11A,03,00,1830.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:41,id02,48.6,0.0,3.1,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,48.6 x 3.1,60.0,+0.5 mm*-0.5 mm,0
219,160,C07002,YAMAHA,|0200220810|38.10|0.00|2.300|0.000, PS1 ,,J0G-F3315-00-000Y," MBR.,CROSS ",08,STKM13A,03,00,426.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:41,id02,38.1,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,38.1 x 2.3,20.0,+ 0.5 mm*- 0.5 mm,0
220,161,C07002,YAMAHA,|0200226117|28.60|0.00|2.000|0.000, PS1 ,,J0G-F6135-00-000Y, PIPE 1 ,61,STKMHT490,03,00,2075.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:42,id02,28.6,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,28.6 x 2.0,100.0,+1.0 mm*-1.0 mm,0
221,162,C07002,YAMAHA,|0200226117|22.20|0.00|2.300|0.000, PS1 ,,J0G-K8361-00-000Y, ARMREST 1 ,61,STKMHT490,03,00,845.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:42,id02,22.2,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,22.2 x 2.3,250.0,+0.5 mm*-0.5 mm,0
222,163,C07002,YAMAHA,|0200226117|22.20|0.00|2.300|0.000, PS1 ,,J0G-K8362-00-000Y, ARMREST 2 ,61,STKMHT490,03,00,875.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:42,id02,22.2,0.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,22.2 x 2.3,250.0,+0.5 mm*-0.5 mm,0
223,164,C07002,YAMAHA,|0200220810|32.00|32.00|2.300|0.000, PS1 ,,J0P-K8121-00-000Y, REINF ,08,STKM13A,03,00,1190.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,E8|REINF|J0P-K8121-00-000Y,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:42,id02,32.0,32.0,2.3,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,32 x 32 x 2.3,100.0,+0.5 mm*-0.5 mm,0
224,165,C07002,YAMAHA,|0200226117|28.60|0.00|2.000|0.000, PS1 ,,J0P-K8423-00-1-000Y, PIPE ,61,STKMHT490,03,00,1254.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:42,id02,28.6,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,28.6 x 2.0,150.0,+0.75 mm*-0.75 mm,0
333,166,C07002,YAMAHA,|0200226339|40.00|20.00|1.600|0.000,WD1,,1FC-F2130-00-000Y,"ARM RR ,1",63,STKMRR290,03,00,453.3,09,,,E-G,,,0.0,False,,2021-01-13 00:00:00,,,,,False,2021-01-13 13:17:43,id12,2023-11-14 16:27:42,id02,40.0,20.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Grind Face,40 x 20 x 1.6,500.0,+0.5 mm*-0.5 mm,0
334,167,C07002,YAMAHA,|0200226240|60.50|0.00|2.000|0.000,WD1,,1NS-G6541-00-0000,HSG RR AXLE,62,STKMHT590,03,00,254.6,06,,,E-G,,,0.0,False,,2021-01-13 00:00:00,,,,,False,2021-01-13 13:17:43,id12,2023-11-14 16:27:42,id02,60.5,0.0,2.0,"Pickled and Oiled,Hot rolled steel",NBC,Chamfer,60.5 x 2.0,30.0,+0.3 mm*-0.3 mm,0
335,168,C07002,YAMAHA,|0200220600|23.00|12.40|5.300|0.000,WD1,,2D1408-12(1)-0000,PIPE,06,STKM12C,03,01,96.0,06,,,E-G,,,0.0,False,,2021-01-13 00:00:00,,,,,False,2021-01-13 13:17:43,id12,2023-11-14 16:27:42,id02,23.0,12.4,5.3,"Pickled and Oiled,Hot rolled steel",IBC,Chamfer,23 x 12.4 x 5.3,50.0,+0.0 mm*-0.5mm,0
336,169,C07002,YAMAHA,|0200220600|23.00|12.40|5.300|0.000,WD1,,2D1411-12(1)-0000,PIPE,06,STKM12C,03,01,80.0,06,,,E-G,,,0.0,False,,2021-01-13 00:00:00,,,,,False,2021-01-13 13:17:43,id12,2023-11-14 16:27:42,id02,23.0,12.4,5.3,"Pickled and Oiled,Hot rolled steel",IBC,Chamfer,23 x 12.4 x 5.3,50.0,+0.0 mm*-0.5mm,0
337,170,C07002,YAMAHA,|0200220126|42.70|0.00|3.500|0.000,WD1,,2JH-F1311-00-001Y,PIPE STEERING HEAD,01,STKM11A,03,01,195.0,06,,,E-G,,,0.0,False,,2021-01-13 00:00:00,,,,,False,2021-01-13 13:17:43,id12,2023-11-14 16:27:42,id02,42.7,0.0,3.5,"Pickled and Oiled,Hot rolled steel",IBC,Chamfer,42.7 x 3.5,25.0,+0.28 mm*-0.28 mm,0
225,171,C07002,YAMAHA,|0200220139|15.90|0.00|1.600|0.000, WD1 ,,2ND-F116X-00-0000," PIPE, 3 ",01,STKM11A,03,00,120.4,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:42,id02,15.9,0.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Brushing,15.9 x 1.6,0.0,,0
338,172,C07002,YAMAHA,|0200220126|42.70|0.00|3.500|0.000,WD1,,2TD-F1311-00-000Y,"PIPE, STEERING HEAD",01,STKM11A,03,01,261.0,06,,,E-G,,,0.0,False,,2021-01-13 00:00:00,,,,,False,2021-01-13 13:17:43,id12,2023-11-14 16:27:42,id02,42.7,0.0,3.5,"Pickled and Oiled,Hot rolled steel",IBC,Chamfer,42.7 x 3.5,20.0,+0.28 mm*-0.28 mm,0
339,173,C07002,YAMAHA,|0200226339|40.00|20.00|1.600|0.000,WD1,,3S4-F2171-00-100Y,ARM RR,63,STKMRR290,03,00,428.0,09,,,E-G,,,0.0,False,,2021-01-13 00:00:00,,,,,False,2021-01-13 13:17:43,id12,2023-11-14 16:27:42,id02,40.0,20.0,1.6,"Pickled and Oiled,Hot rolled steel",NBC,Grind Face,40 x 20 x 1.6,0.0,,0
340,174,C07002,YAMAHA,|0200220126|42.70|0.00|3.500|0.000,WD1,,4D1-F1311-00-000Y,PIPE STEERING HEAD,01,STKM11A,03,01,263.0,06,,,E-G,,,0.0,False,,2021-01-13 00:00:00,,,,,False,2021-01-13 13:17:43,id12,2023-11-14 16:27:42,id02,42.7,0.0,3.5,"Pickled and Oiled,Hot rolled steel",IBC,Chamfer,42.7 x 3.5,20.0,+0.28 mm*-0.28 mm,0
341,175,C07002,YAMAHA,|0200220139|29.40|0.00|3.200|0.000,WD1,,5HU-F2161-10-0000,PIPE HEAD,01,STKM11A,03,01,41.0,06,,,E-G,,,0.0,False,,2021-01-13 00:00:00,,,,,False,2021-01-13 13:17:43,id12,2023-11-14 16:27:42,id02,29.4,0.0,3.2,"Pickled and Oiled,Hot rolled steel",IBC,Chamfer,29.4 x 3.2,0.0,,0
574,177,C07002,YAMAHA,|0200236441|20.00|20.00|1.200|0.000,OUT-1541,,1023011563A-04-001Y,PIPE 4,64,STKMRR370,01,00,315.0,05,,,E-G,,,0.0,False,,2021-03-12 00:00:00,,,,,False,2021-03-12 15:32:30,ID06,2023-11-14 16:27:43,id02,20.0,20.0,1.2,Cold  Rolled Steel ,NBC,Brushing,20 x 20 x 1.2,1050.0,+0.5 mm*-0.5 mm,0
575,178,C07002,YAMAHA,|0200236441|20.00|20.00|1.200|0.000,OUT-1541,,1023011564-05-0010,PIPE 5,64,STKMRR370,01,00,220.0,05,,,E-G,,,0.0,False,,2021-03-12 00:00:00,,,,,False,2021-03-12 15:32:30,ID06,2023-11-14 16:27:43,id02,20.0,20.0,1.2,Cold  Rolled Steel ,NBC,Brushing,20 x 20 x 1.2,2000.0,+0.5 mm*-0.5 mm,0
226,178,C07002,YAMAHA,|0200220139|28.60|0.00|2.300|0.000, WD2 ,,1B9-2142B-00-0000, PIPE2 ,01,STKM11A,03,01,139.0,05,,,E-G,,,0.0,False,,2020-12-01 00:00:00,,,,,False,2020-12-01 00:00:00,7777,2023-11-14 16:27:43,id02,28.6,0.0,2.3,"Pickled and Oiled,Hot rolled steel",IBC,Brushing,28.6 x 2.3,0.0,,0
342,179,C07002,YAMAHA,|0200220139|25.40|0.00|3.200|0.000,WD2,,1TD-F3545-00-000Y,HEAD PIPE,01,STKM11A,03,00,242.0,06,,,E-G,,,0.0,False,,2021-01-13 00:00:00,,,,,False,2021-01-13 13:17:43,id12,2023-11-14 16:27:43,id02,25.4,0.0,3.2,"Pickled and Oiled,Hot rolled steel",NBC,Chamfer,25.4 x 3.2,0.0,,0
343,180,C07002,YAMAHA,|0200220139|25.40|0.00|3.200|0.000,WD2,,1TD-F3576-00-000Y,BOSS,01,STKM11A,03,00,49.5,06,,,E-G,,,0.0,False,,2021-01-13 00:00:00,,,,,False,2021-01-13 13:17:43,id12,2023-11-14 16:27:43,id02,25.4,0.0,3.2,"Pickled and Oiled,Hot rolled steel",NBC,Chamfer,25.4 x 3.2,100.0,+0.4 mm*-0.0 mm,0
344,181,C07002,YAMAHA,|0200226700|28.00|21.80|3.100|0.000,WD2,,2HC-F2160-00-000Y,"HEAD, PIPE 2",67,STKM13C,03,01,55.4,06,,,E-G,,,0.0,False,,2021-01-13 00:00:00,,,,,False,2021-01-13 13:17:43,id12,2023-11-14 16:27:43,id02,28.0,21.8,3.1,"Pickled and Oiled,Hot rolled steel",IBC,Chamfer,28 x 21.8 x 3.1,0.0,,0
